order_id,order_datetime,orderitem_id,order_quantity,product_id,product_name,product_price
20,2019-08-03 17:58:00,113,1,1,Mint Sauce,0.5
21,2019-08-03 17:57:00,114,1,105,Chicken Tikka Jalfrezi,8.95
21,2019-08-03 17:57:00,115,1,116,Bhuna - Lamb,8.95
21,2019-08-03 17:57:00,116,2,34,Special Fried Rice,3.95
21,2019-08-03 17:57:00,117,1,14,Peshwari Naan,2.95
21,2019-08-03 17:57:00,118,1,79,Aloo Gobi,5.95
21,2019-08-03 17:57:00,119,1,103,Chicken Tikka Masala,8.95
22,2019-08-03 17:52:00,120,1,35,Meat Samosa,3.95
22,2019-08-03 17:52:00,121,1,80,Mixed Vegetable Curry,5.95
22,2019-08-03 17:52:00,122,1,138,Dupiaza - Lamb,8.95
22,2019-08-03 17:52:00,123,1,29,Lemon Rice,3.95
22,2019-08-03 17:52:00,124,1,106,Methi - Lamb,8.95
22,2019-08-03 17:52:00,125,1,15,Pilau Rice,2.95
22,2019-08-03 17:52:00,126,1,19,Garlic Naan,2.95
22,2019-08-03 17:52:00,127,1,28,Onion Bhajee,3.95
22,2019-08-03 17:52:00,128,1,7,Spicy Papadum,0.8
23,2019-08-03 17:18:00,129,1,11,Plain Naan,2.6
23,2019-08-03 17:18:00,130,1,15,Pilau Rice,2.95
23,2019-08-03 17:18:00,131,1,103,Chicken Tikka Masala,8.95
23,2019-08-03 17:18:00,132,1,116,Bhuna - Lamb,8.95
23,2019-08-03 17:18:00,133,2,6,Plain Papadum,0.8
24,2019-08-03 16:21:00,134,1,170,Lamb Biryani,9.95
24,2019-08-03 16:21:00,135,2,11,Plain Naan,2.6
25,2019-08-02 20:23:00,136,1,58,Lamb Tikka,4.95
25,2019-08-02 20:23:00,137,1,28,Onion Bhajee,3.95
25,2019-08-02 20:23:00,138,1,66,Saag Paneer,5.95
25,2019-08-02 20:23:00,139,1,103,Chicken Tikka Masala,8.95
25,2019-08-02 20:23:00,140,1,42,Keema Rice,3.95
25,2019-08-02 20:23:00,141,1,119,Rogon - Lamb,8.95
25,2019-08-02 20:23:00,142,1,174,Chicken Tikka Karahi,9.95
25,2019-08-02 20:23:00,143,1,15,Pilau Rice,2.95
25,2019-08-02 20:23:00,144,1,73,Bombay Aloo,5.95
26,2019-08-02 20:18:00,145,1,28,Onion Bhajee,3.95
26,2019-08-02 20:18:00,146,1,30,French Fries,3.95
26,2019-08-02 20:18:00,147,1,103,Chicken Tikka Masala,8.95
26,2019-08-02 20:18:00,148,1,102,Korma - Chicken,8.95
26,2019-08-02 20:18:00,149,1,11,Plain Naan,2.6
26,2019-08-02 20:18:00,150,1,15,Pilau Rice,2.95
27,2019-08-02 19:33:00,151,1,54,Aloo Chaat,4.95
27,2019-08-02 19:33:00,152,1,103,Chicken Tikka Masala,8.95
27,2019-08-02 19:33:00,153,1,19,Garlic Naan,2.95
27,2019-08-02 19:33:00,154,1,15,Pilau Rice,2.95
27,2019-08-02 19:33:00,155,1,108,Bhuna - Chicken,8.95
28,2019-08-02 19:19:00,156,3,6,Plain Papadum,0.8
28,2019-08-02 19:19:00,157,1,29,Lemon Rice,3.95
28,2019-08-02 19:19:00,158,1,196,Lamb Mysore,9.95
28,2019-08-02 19:19:00,159,1,118,Dhansak - Chicken,8.95
28,2019-08-02 19:19:00,160,1,8,Chapati,1.95
29,2019-08-02 19:14:00,161,2,170,Lamb Biryani,9.95
29,2019-08-02 19:14:00,162,1,14,Peshwari Naan,2.95
30,2019-08-02 18:41:00,163,1,28,Onion Bhajee,3.95
30,2019-08-02 18:41:00,164,1,79,Aloo Gobi,5.95
30,2019-08-02 18:41:00,165,1,176,Chicken Biryani,9.95
30,2019-08-02 18:41:00,166,1,90,Madras - Chicken,7.95
30,2019-08-02 18:41:00,167,1,102,Korma - Chicken,8.95
30,2019-08-02 18:41:00,168,1,165,Chicken Balti,9.95
30,2019-08-02 18:41:00,169,1,130,Chicken Tikka Chilli Masala,8.95
30,2019-08-02 18:41:00,170,1,187,Lal Mirch Chicken,9.95
30,2019-08-02 18:41:00,171,1,191,Korma - Prawn,9.95
30,2019-08-02 18:41:00,172,1,230,Korma - King Prawn,12.95
30,2019-08-02 18:41:00,173,1,18,Plain Rice,2.95
30,2019-08-02 18:41:00,174,2,36,Mushroom Rice,3.95
30,2019-08-02 18:41:00,175,1,19,Garlic Naan,2.95
30,2019-08-02 18:41:00,176,1,13,Keema Naan,2.95
30,2019-08-02 18:41:00,177,1,14,Peshwari Naan,2.95
30,2019-08-02 18:41:00,178,10,6,Plain Papadum,0.8
30,2019-08-02 18:41:00,179,2,7,Spicy Papadum,0.8
30,2019-08-02 18:41:00,180,2,3,Mango Chutney,0.5
30,2019-08-02 18:41:00,181,6,5,Onion Chutney,0.5
30,2019-08-02 18:41:00,182,4,4,Red Sauce,0.5
30,2019-08-02 18:41:00,183,2,1,Mint Sauce,0.5
31,2019-08-02 18:18:00,184,1,93,Vindaloo - Chicken,7.95
31,2019-08-02 18:18:00,185,1,94,Madras - Chicken Tikka,7.95
31,2019-08-02 18:18:00,186,2,18,Plain Rice,2.95
31,2019-08-02 18:18:00,187,2,11,Plain Naan,2.6
31,2019-08-02 18:18:00,188,1,90,Madras - Chicken,7.95
31,2019-08-02 18:18:00,189,4,6,Plain Papadum,0.8
31,2019-08-02 18:18:00,190,1,73,Bombay Aloo,5.95
32,2019-08-02 17:57:00,191,1,105,Chicken Tikka Jalfrezi,8.95
32,2019-08-02 17:57:00,192,1,15,Pilau Rice,2.95
32,2019-08-02 17:57:00,193,2,6,Plain Papadum,0.8
32,2019-08-02 17:57:00,194,1,7,Spicy Papadum,0.8
32,2019-08-02 17:57:00,195,1,48,Vindaloo Sauce,3.95
33,2019-08-02 17:43:00,196,1,28,Onion Bhajee,3.95
33,2019-08-02 17:43:00,197,1,3,Mango Chutney,0.5
33,2019-08-02 17:43:00,198,1,35,Meat Samosa,3.95
33,2019-08-02 17:43:00,199,1,68,Chicken Pakora,5.95
33,2019-08-02 17:43:00,200,1,170,Lamb Biryani,9.95
33,2019-08-02 17:43:00,201,1,176,Chicken Biryani,9.95
33,2019-08-02 17:43:00,202,1,212,Chicken Tikka Biryani,10.95
33,2019-08-02 17:43:00,203,1,79,Aloo Gobi,5.95
34,2019-08-02 17:26:00,204,1,105,Chicken Tikka Jalfrezi,8.95
34,2019-08-02 17:26:00,205,1,73,Bombay Aloo,5.95
34,2019-08-02 17:26:00,206,1,72,Chana Masala,5.95
34,2019-08-02 17:26:00,207,1,112,Dupiaza - Chicken,8.95
34,2019-08-02 17:26:00,208,1,13,Keema Naan,2.95
34,2019-08-02 17:26:00,209,1,15,Pilau Rice,2.95
34,2019-08-02 17:26:00,210,1,36,Mushroom Rice,3.95
35,2019-08-02 14:11:00,211,1,71,Muttar Paneer,5.95
35,2019-08-02 14:11:00,212,1,19,Garlic Naan,2.95
35,2019-08-02 14:11:00,213,1,36,Mushroom Rice,3.95
35,2019-08-02 14:11:00,214,1,11,Plain Naan,2.6
36,2019-08-02 11:35:00,215,2,110,Chicken Tikka (Main),8.95
36,2019-08-02 11:35:00,216,1,217,Tandoori Mixed Grill,11.95
36,2019-08-02 11:35:00,217,1,103,Chicken Tikka Masala,8.95
36,2019-08-02 11:35:00,218,1,92,Curry - Chicken,7.95
36,2019-08-02 11:35:00,219,2,73,Bombay Aloo,5.95
36,2019-08-02 11:35:00,220,1,71,Muttar Paneer,5.95
36,2019-08-02 11:35:00,221,4,11,Plain Naan,2.6
36,2019-08-02 11:35:00,222,4,15,Pilau Rice,2.95
36,2019-08-02 11:35:00,223,1,42,Keema Rice,3.95
36,2019-08-02 11:35:00,224,1,54,Aloo Chaat,4.95
36,2019-08-02 11:35:00,225,1,165,Chicken Balti,9.95
36,2019-08-02 11:35:00,226,1,163,Chicken Shashlick,9.95
36,2019-08-02 11:35:00,227,1,194,Vegetable Balti,9.95
36,2019-08-02 11:35:00,228,1,77,Cauliflower Bhajee,5.95
36,2019-08-02 11:35:00,229,1,93,Vindaloo - Chicken,7.95
37,2019-08-01 20:42:00,230,1,167,Butter Chicken,9.95
37,2019-08-01 20:42:00,231,1,214,Prawn Balti,10.95
38,2019-08-01 19:51:00,232,1,136,Tandoori Chicken Masala,8.95
38,2019-08-01 19:51:00,233,1,92,Curry - Chicken,7.95
38,2019-08-01 19:51:00,234,1,79,Aloo Gobi,5.95
38,2019-08-01 19:51:00,235,1,11,Plain Naan,2.6
38,2019-08-01 19:51:00,236,1,15,Pilau Rice,2.95
38,2019-08-01 19:51:00,237,1,6,Plain Papadum,0.8
38,2019-08-01 19:51:00,238,1,4,Red Sauce,0.5
38,2019-08-01 19:51:00,239,1,3,Mango Chutney,0.5
38,2019-08-01 19:51:00,240,1,82,Mixed Starter,5.95
39,2019-08-01 19:16:00,241,1,91,Madras - Lamb,7.95
39,2019-08-01 19:16:00,242,1,36,Mushroom Rice,3.95
39,2019-08-01 19:16:00,243,1,30,French Fries,3.95
39,2019-08-01 19:16:00,244,2,102,Korma - Chicken,8.95
39,2019-08-01 19:16:00,245,1,11,Plain Naan,2.6
39,2019-08-01 19:16:00,246,1,19,Garlic Naan,2.95
40,2019-08-01 18:45:00,247,4,6,Plain Papadum,0.8
40,2019-08-01 18:45:00,248,2,104,Pathia - Chicken Tikka,8.95
40,2019-08-01 18:45:00,249,1,69,COBRA ( LARGE ),5.95
40,2019-08-01 18:45:00,250,1,248,House white wine 75cl,17.95
40,2019-08-01 18:45:00,251,2,15,Pilau Rice,2.95
41,2019-08-01 18:41:00,252,1,58,Lamb Tikka,4.95
41,2019-08-01 18:41:00,253,1,2,Lime Pickle,0.5
41,2019-08-01 18:41:00,254,1,5,Onion Chutney,0.5
41,2019-08-01 18:41:00,255,1,18,Plain Rice,2.95
41,2019-08-01 18:41:00,256,1,227,King Prawn Shaslick,12.95
41,2019-08-01 18:41:00,257,2,69,COBRA ( LARGE ),5.95
42,2019-08-01 18:21:00,258,1,212,Chicken Tikka Biryani,10.95
42,2019-08-01 18:21:00,259,1,43,Stuffed Paratha,3.95
42,2019-08-01 18:21:00,260,1,35,Meat Samosa,3.95
43,2019-08-01 18:02:00,261,1,18,Plain Rice,2.95
43,2019-08-01 18:02:00,262,2,11,Plain Naan,2.6
43,2019-08-01 18:02:00,263,1,80,Mixed Vegetable Curry,5.95
43,2019-08-01 18:02:00,264,1,79,Aloo Gobi,5.95
43,2019-08-01 18:02:00,265,1,40,Curry Sauce,3.95
43,2019-08-01 18:02:00,266,1,3,Mango Chutney,0.5
43,2019-08-01 18:02:00,267,1,12,Raitha,2.95
44,2019-08-01 17:59:00,268,1,90,Madras - Chicken,7.95
44,2019-08-01 17:59:00,269,1,11,Plain Naan,2.6
44,2019-08-01 17:59:00,270,1,22,Bottle Diet Coke,2.95
44,2019-08-01 17:59:00,271,1,18,Plain Rice,2.95
45,2019-08-01 17:34:00,272,1,73,Bombay Aloo,5.95
45,2019-08-01 17:34:00,273,1,105,Chicken Tikka Jalfrezi,8.95
45,2019-08-01 17:34:00,274,1,36,Mushroom Rice,3.95
45,2019-08-01 17:34:00,275,2,6,Plain Papadum,0.8
46,2019-08-01 13:33:00,276,1,77,Cauliflower Bhajee,5.95
46,2019-08-01 13:33:00,277,1,118,Dhansak - Chicken,8.95
46,2019-08-01 13:33:00,278,2,65,Tarka Dall,5.95
46,2019-08-01 13:33:00,279,1,78,Saag Dall,5.95
47,2019-08-01 12:33:00,280,2,93,Vindaloo - Chicken,7.95
47,2019-08-01 12:33:00,281,1,34,Special Fried Rice,3.95
47,2019-08-01 12:33:00,282,1,11,Plain Naan,2.6
47,2019-08-01 12:33:00,283,1,73,Bombay Aloo,5.95
48,2019-07-31 21:10:00,284,1,170,Lamb Biryani,9.95
48,2019-07-31 21:10:00,285,1,176,Chicken Biryani,9.95
48,2019-07-31 21:10:00,286,1,73,Bombay Aloo,5.95
48,2019-07-31 21:10:00,287,1,14,Peshwari Naan,2.95
49,2019-07-31 20:35:00,288,1,133,Dhansak - Lamb,8.95
49,2019-07-31 20:35:00,289,1,102,Korma - Chicken,8.95
49,2019-07-31 20:35:00,290,1,11,Plain Naan,2.6
49,2019-07-31 20:35:00,291,1,15,Pilau Rice,2.95
50,2019-07-31 20:11:00,292,2,15,Pilau Rice,2.95
50,2019-07-31 20:11:00,293,2,103,Chicken Tikka Masala,8.95
50,2019-07-31 20:11:00,294,1,94,Madras - Chicken Tikka,7.95
50,2019-07-31 20:11:00,295,2,28,Onion Bhajee,3.95
51,2019-07-31 20:05:00,296,1,105,Chicken Tikka Jalfrezi,8.95
51,2019-07-31 20:05:00,297,1,15,Pilau Rice,2.95
51,2019-07-31 20:05:00,298,1,11,Plain Naan,2.6
51,2019-07-31 20:05:00,299,1,16,Green Salad,2.95
52,2019-07-31 19:54:00,300,1,60,Sheek Kebab,4.95
52,2019-07-31 19:54:00,301,1,171,Vegetable Biryani,9.95
52,2019-07-31 19:54:00,302,1,54,Aloo Chaat,4.95
52,2019-07-31 19:54:00,303,1,219,Madras - King Prawn,11.95
52,2019-07-31 19:54:00,304,2,15,Pilau Rice,2.95
52,2019-07-31 19:54:00,305,1,167,Butter Chicken,9.95
52,2019-07-31 19:54:00,306,1,6,Plain Papadum,0.8
53,2019-07-31 19:35:00,307,1,103,Chicken Tikka Masala,8.95
53,2019-07-31 19:35:00,308,5,11,Plain Naan,2.6
53,2019-07-31 19:35:00,309,1,148,Rogon - Chicken,8.95
53,2019-07-31 19:35:00,310,1,110,Chicken Tikka (Main),8.95
53,2019-07-31 19:35:00,311,2,94,Madras - Chicken Tikka,7.95
53,2019-07-31 19:35:00,312,1,19,Garlic Naan,2.95
53,2019-07-31 19:35:00,313,1,73,Bombay Aloo,5.95
53,2019-07-31 19:35:00,314,1,74,Saag Aloo,5.95
53,2019-07-31 19:35:00,315,1,30,French Fries,3.95
53,2019-07-31 19:35:00,316,2,15,Pilau Rice,2.95
53,2019-07-31 19:35:00,317,3,28,Onion Bhajee,3.95
54,2019-07-31 19:31:00,318,4,6,Plain Papadum,0.8
54,2019-07-31 19:31:00,319,1,1,Mint Sauce,0.5
54,2019-07-31 19:31:00,320,1,174,Chicken Tikka Karahi,9.95
54,2019-07-31 19:31:00,321,1,81,Mushroom Bhajee,5.95
54,2019-07-31 19:31:00,322,2,18,Plain Rice,2.95
55,2019-07-31 19:17:00,323,1,53,Chicken Tikka,3.95
55,2019-07-31 19:17:00,324,1,70,Royal Paneer,5.95
55,2019-07-31 19:17:00,325,1,19,Garlic Naan,2.95
55,2019-07-31 19:17:00,326,1,22,Bottle Diet Coke,2.95
56,2019-07-31 19:05:00,327,1,102,Korma - Chicken,8.95
56,2019-07-31 19:05:00,328,1,14,Peshwari Naan,2.95
56,2019-07-31 19:05:00,329,1,29,Lemon Rice,3.95
56,2019-07-31 19:05:00,330,1,36,Mushroom Rice,3.95
56,2019-07-31 19:05:00,331,1,193,Lamb Sylhet,9.95
57,2019-07-31 19:02:00,332,2,7,Spicy Papadum,0.8
57,2019-07-31 19:02:00,333,1,4,Red Sauce,0.5
57,2019-07-31 19:02:00,334,1,18,Plain Rice,2.95
57,2019-07-31 19:02:00,335,1,131,Dupiaza - Chicken Tikka,8.95
57,2019-07-31 19:02:00,336,1,8,Chapati,1.95
58,2019-07-31 18:58:00,337,1,135,Saag - Chicken,8.95
58,2019-07-31 18:58:00,338,1,66,Saag Paneer,5.95
58,2019-07-31 18:58:00,339,1,45,Saag Rice,3.95
59,2019-07-31 18:50:00,340,1,60,Sheek Kebab,4.95
59,2019-07-31 18:50:00,341,3,6,Plain Papadum,0.8
59,2019-07-31 18:50:00,342,1,122,Lamb Tikka Masala,8.95
59,2019-07-31 18:50:00,343,1,15,Pilau Rice,2.95
59,2019-07-31 18:50:00,344,1,13,Keema Naan,2.95
59,2019-07-31 18:50:00,345,1,30,French Fries,3.95
60,2019-07-31 17:16:00,346,1,42,Keema Rice,3.95
60,2019-07-31 17:16:00,347,1,73,Bombay Aloo,5.95
60,2019-07-31 17:16:00,348,1,91,Madras - Lamb,7.95
61,2019-07-31 13:55:00,349,1,170,Lamb Biryani,9.95
61,2019-07-31 13:55:00,350,1,144,Lamb Tikka Chilli Masala,8.95
61,2019-07-31 13:55:00,351,1,19,Garlic Naan,2.95
62,2019-07-30 21:05:00,352,1,185,Paneer Tikka Sizzler,9.95
62,2019-07-30 21:05:00,353,1,48,Vindaloo Sauce,3.95
62,2019-07-30 21:05:00,354,1,18,Plain Rice,2.95
62,2019-07-30 21:05:00,355,1,30,French Fries,3.95
63,2019-07-30 20:10:00,356,1,182,Chicken Mysore,9.95
63,2019-07-30 20:10:00,357,3,19,Garlic Naan,2.95
63,2019-07-30 20:10:00,358,1,180,Lamb Chilli Garlic,9.95
64,2019-07-30 19:55:00,359,1,54,Aloo Chaat,4.95
64,2019-07-30 19:55:00,360,1,217,Tandoori Mixed Grill,11.95
64,2019-07-30 19:55:00,361,1,10,Tandoori Roti,2.6
65,2019-07-30 18:43:00,362,1,63,King Prawn Puree,5.95
65,2019-07-30 18:43:00,363,1,6,Plain Papadum,0.8
65,2019-07-30 18:43:00,364,1,163,Chicken Shashlick,9.95
65,2019-07-30 18:43:00,365,1,64,Bhindi Bhajee,5.95
65,2019-07-30 18:43:00,366,1,27,Dhansak Sauce,3.95
66,2019-07-30 18:43:00,367,2,28,Onion Bhajee,3.95
66,2019-07-30 18:43:00,368,1,65,Tarka Dall,5.95
66,2019-07-30 18:43:00,369,1,66,Saag Paneer,5.95
66,2019-07-30 18:43:00,370,1,67,Baingan Hari Mirch,5.95
67,2019-07-30 18:38:00,371,1,90,Madras - Chicken,7.95
67,2019-07-30 18:38:00,372,1,29,Lemon Rice,3.95
67,2019-07-30 18:38:00,373,1,7,Spicy Papadum,0.8
67,2019-07-30 18:38:00,374,1,30,French Fries,3.95
68,2019-07-30 18:33:00,375,1,1,Mint Sauce,0.5
68,2019-07-30 18:33:00,376,1,2,Lime Pickle,0.5
69,2019-07-30 18:01:00,377,2,3,Mango Chutney,0.5
70,2019-07-30 17:35:00,378,1,4,Red Sauce,0.5
71,2019-07-30 17:00:00,379,1,5,Onion Chutney,0.5
71,2019-07-30 17:00:00,380,1,4,Red Sauce,0.5
72,2019-07-29 22:21:00,381,1,4,Red Sauce,0.5
73,2019-07-29 20:03:00,382,1,3,Mango Chutney,0.5
74,2019-07-29 17:20:00,383,1,1,Mint Sauce,0.5
75,2019-07-28 20:00:00,384,1,3,Mango Chutney,0.5
75,2019-07-28 20:00:00,385,1,1,Mint Sauce,0.5
75,2019-07-28 20:00:00,386,1,5,Onion Chutney,0.5
76,2019-07-28 19:29:00,387,1,5,Onion Chutney,0.5
77,2019-07-28 19:29:00,388,1,3,Mango Chutney,0.5
77,2019-07-28 19:29:00,389,1,1,Mint Sauce,0.5
78,2019-07-28 17:58:00,390,1,3,Mango Chutney,0.5
78,2019-07-28 17:58:00,391,1,1,Mint Sauce,0.5
79,2019-07-28 17:41:00,392,1,3,Mango Chutney,0.5
80,2019-07-28 17:10:00,393,1,3,Mango Chutney,0.5
81,2019-07-27 20:28:00,394,1,3,Mango Chutney,0.5
81,2019-07-27 20:28:00,395,1,1,Mint Sauce,0.5
82,2019-07-27 19:49:00,396,2,3,Mango Chutney,0.5
82,2019-07-27 19:49:00,397,1,2,Lime Pickle,0.5
83,2019-07-27 19:36:00,398,1,3,Mango Chutney,0.5
84,2019-07-27 19:35:00,399,1,1,Mint Sauce,0.5
84,2019-07-27 19:35:00,400,1,4,Red Sauce,0.5
85,2019-07-27 19:35:00,401,1,1,Mint Sauce,0.5
85,2019-07-27 19:35:00,402,1,3,Mango Chutney,0.5
86,2019-07-27 19:23:00,403,2,1,Mint Sauce,0.5
87,2019-07-27 18:56:00,404,1,3,Mango Chutney,0.5
87,2019-07-27 18:56:00,405,1,1,Mint Sauce,0.5
88,2019-07-27 18:18:00,406,1,3,Mango Chutney,0.5
89,2019-07-27 18:11:00,407,1,3,Mango Chutney,0.5
90,2019-07-27 18:01:00,408,1,1,Mint Sauce,0.5
90,2019-07-27 18:01:00,409,1,3,Mango Chutney,0.5
